Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2022-05-08,Chhattisgarh,1152306,38,1138234,14034
2022-05-08,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-05-08,Delhi,1892832,5955,1860698,26179
2022-05-08,Goa,245488,56,241600,3832
2022-05-08,Gujarat,1224470,125,1213401,10944
2022-05-08,Haryana,996091,2650,982821,10620
2022-05-08,Himachal Pradesh,284862,52,280676,4134
2022-05-08,Jammu and Kashmir,454099,68,449280,4751
2022-05-08,Jharkhand,435266,42,429907,5317
2022-05-08,Karnataka,3948635,1945,3906587,40103
2022-05-08,Kerala,6543863,2963,6471655,69245
2022-05-08,Ladakh,28248,2,28018,228
2022-05-08,Lakshadweep,11402,0,11350,52
2022-05-08,Madhya Pradesh,1041661,197,1030729,10735
2022-05-08,Maharashtra,7879054,1277,7729931,147846
2022-05-08,Manipur,137225,7,135098,2120
2022-05-08,Meghalaya,93807,10,92204,1593
2022-05-08,Mizoram,227720,249,226774,697
2022-05-08,Nagaland,35489,1,34728,760
2022-05-08,Odisha,1288131,156,1278849,9126
2022-05-08,Puducherry,165797,8,163827,1962
2022-05-08,Punjab,759882,284,741847,17751
2022-05-08,Rajasthan,1284130,517,1274060,9553
2022-05-08,Sikkim,39154,2,38700,452
2022-05-08,Tamil Nadu,3454306,499,3415782,38025
2022-05-08,Telangana,792295,389,787795,4111
2022-05-08,Tripura,100886,4,99959,923
2022-05-08,Uttar Pradesh,2076277,2036,2050732,23509
2022-05-08,Uttarakhand,437604,493,429418,7693
2022-05-08,West Bengal,2018528,419,1996906,21203
2022-01-09,Andaman and Nicobar Islands,7975,187,7659,129
2022-01-09,Andhra Pradesh,2080602,3659,2062440,14503
2022-01-09,Arunachal Pradesh,55521,186,55053,282
2022-01-09,Assam,625753,5895,613678,6180
2022-01-09,Bihar,740378,12312,715966,12100
2022-01-09,Chandigarh,67755,1794,64881,1080
2022-01-09,Chhattisgarh,1020811,13066,994132,13613
2022-01-09,Dadra and Nagar Haveli and Daman and Diu,10771,78,10689,4
2022-01-09,Delhi,1526979,48178,1453658,25143
2022-01-09,Goa,187987,7549,176907,3531
2022-01-09,Gujarat,855929,22901,822900,10128
2022-01-09,Haryana,788985,13960,764953,10072
2022-01-09,Himachal Pradesh,231587,2811,224895,3881
2022-01-09,Jammu and Kashmir,343965,2982,336446,4537
2022-01-09,Jharkhand,374128,21098,347866,5164
2022-01-09,Karnataka,3039958,38536,2963056,38366
2022-01-09,Kerala,5279304,31797,5197960,49547
2022-01-09,Ladakh,22472,281,21970,221
2022-01-09,Lakshadweep,10420,4,10365,51
2022-01-09,Madhya Pradesh,799287,5038,783713,10536
2022-01-09,Maharashtra,6875656,176948,6557081,141627
2022-01-09,Manipur,126088,414,123664,2010
2022-01-09,Meghalaya,85158,328,83345,1485
2022-01-09,Mizoram,145527,4367,140602,558
2022-01-09,Nagaland,32264,79,31482,703
2022-01-09,Odisha,1066155,11456,1046231,8468
2022-01-09,Puducherry,130278,825,127571,1882
2022-01-09,Punjab,617536,12614,588257,16665
2022-01-09,Rajasthan,970517,14166,947380,8971
2022-01-09,Sikkim,32649,152,32088,409
2022-01-09,Tamil Nadu,2787391,40260,2710288,36843
2022-01-09,Telangana,692357,12180,676136,4041
2022-01-09,Tripura,85760,650,84280,830
2022-01-09,Uttar Pradesh,1729870,18551,1688395,22924
2022-01-09,Uttarakhand,349472,3254,338795,7423
2022-01-09,West Bengal,1730759,62055,1648821,19883
2022-02-09,Andaman and Nicobar Islands,9943,178,9636,129
2022-02-09,Andhra Pradesh,2306943,54040,2238226,14677
2022-02-09,Arunachal Pradesh,63724,1254,62178,292
2022-02-09,Assam,722368,7612,708177,6579
2022-02-09,Bihar,827820,2024,813553,12243
2022-02-09,Chandigarh,90896,1252,88501,1143
2022-02-09,Chhattisgarh,1141767,11426,1116380,13961
2022-02-09,Dadra and Nagar Haveli and Daman and Diu,11404,88,11312,4
2022-02-09,Delhi,1846198,6908,1813280,26010
2022-02-09,Goa,243128,3930,235444,3754
2022-02-09,Gujarat,1205652,33631,1161305,10716
2022-02-09,Haryana,967397,10222,946742,10433
2022-02-09,Himachal Pradesh,277998,4812,269126,4060
2022-02-09,Jammu and Kashmir,448105,12358,431019,4728
2022-02-09,Jharkhand,432169,2272,424583,5314
2022-02-09,Karnataka,3906761,72448,3794866,39447
2022-02-09,Kerala,6323378,283810,5979002,60566
2022-02-09,Ladakh,27062,773,26063,226
2022-02-09,Lakshadweep,11259,144,11063,52
2022-02-09,Madhya Pradesh,1012781,37143,964970,10668
2022-02-09,Maharashtra,7816243,100019,7573069,143155
2022-02-09,Manipur,135170,3604,129494,2072
2022-02-09,Meghalaya,92521,1208,89761,1552
2022-02-09,Mizoram,189915,13385,175904,626
2022-02-09,Nagaland,34986,668,33571,747
2022-02-09,Odisha,1269811,16010,1245026,8775
2022-02-09,Puducherry,164562,3428,159181,1953
2022-02-09,Punjab,753124,7451,728178,17495
2022-02-09,Rajasthan,1250891,37278,1204206,9407
2022-02-09,Sikkim,38784,568,37779,437
2022-02-09,Tamil Nadu,3420505,90137,3292559,37809
2022-02-09,Telangana,779971,21470,754399,4102
2022-02-09,Tripura,100715,535,99261,919
2022-02-09,Uttar Pradesh,2048841,23180,2002318,23343
2022-02-09,Uttarakhand,430935,10926,412381,7628
2022-02-09,West Bengal,2007249,16009,1970356,20884
2022-03-09,Andaman and Nicobar Islands,10025,6,9890,129
2022-03-09,Andhra Pradesh,2318547,817,2303001,14729
2022-03-09,Arunachal Pradesh,64475,50,64129,296
2022-03-09,Assam,724167,1394,716134,6639
2022-03-09,Bihar,830311,162,817894,12255
2022-03-09,Chandigarh,91819,66,90588,1165
2022-03-09,Chhattisgarh,1151603,665,1136905,14033
2022-03-09,Dadra and Nagar Haveli and Daman and Diu,11440,0,11436,4
2022-03-09,Delhi,1862047,1057,1834851,26139
2022-03-09,Goa,245143,117,241197,3829
2022-03-09,Gujarat,1223360,716,1211706,10938
2022-03-09,Haryana,983312,1038,971697,10577
2022-03-09,Himachal Pradesh,283836,525,279187,4124
2022-03-09,Jammu and Kashmir,453323,320,448254,4749
2022-03-09,Jharkhand,434669,274,429080,5315
2022-03-09,Karnataka,3942927,3018,3899905,40004
2022-03-09,Kerala,6515103,13493,6435236,66374
2022-03-09,Ladakh,28139,98,27813,228
2022-03-09,Lakshadweep,11401,1,11348,52
2022-03-09,Madhya Pradesh,1040254,928,1028593,10733
2022-03-09,Maharashtra,7869498,7212,7718541,143745
2022-03-09,Manipur,136921,112,134694,2115
2022-03-09,Meghalaya,93614,129,91899,1586
2022-03-09,Mizoram,219156,4018,214473,665
2022-03-09,Nagaland,35434,62,34615,757
2022-03-09,Odisha,1286117,1036,1275980,9101
2022-03-09,Puducherry,165748,26,163760,1962
2022-03-09,Punjab,758517,345,740450,17722
2022-03-09,Rajasthan,1281614,1549,1270520,9545
2022-03-09,Sikkim,39097,35,38619,443
2022-03-09,Tamil Nadu,3451322,2145,3411158,38019
2022-03-09,Telangana,789951,1375,784465,4111
2022-03-09,Tripura,100869,9,99941,919
2022-03-09,Uttar Pradesh,2069363,1840,2044038,23485
2022-03-09,Uttarakhand,436781,775,428319,7687
2022-03-09,West Bengal,2015980,1549,1993250,21181
2022-06-09,Andaman and Nicobar Islands,10053,6,9918,129
2022-06-09,Andhra Pradesh,2320038,97,2305210,14731
2022-06-09,Arunachal Pradesh,64508,2,64210,296
2022-06-09,Assam,724242,13,716243,7986
2022-06-09,Bihar,830866,82,818528,12256
2022-06-09,Chandigarh,92592,131,91296,1165
2022-06-09,Chhattisgarh,1152543,76,1138432,14035
2022-06-09,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-06-09,Delhi,1909991,1691,1882086,26214
2022-06-09,Goa,246192,376,241984,3832
2022-06-09,Gujarat,1225698,445,1214309,10944
2022-06-09,Haryana,1004273,933,992719,10621
2022-06-09,Himachal Pradesh,285170,103,280931,4136
2022-06-09,Jammu and Kashmir,454301,58,449491,4752
2022-06-09,Jharkhand,435392,50,430023,5319
2022-06-09,Karnataka,3954313,2623,3911582,40108
2022-06-09,Kerala,6569058,11246,6487988,69824
2022-06-09,Ladakh,28276,8,28040,228
2022-06-09,Lakshadweep,11402,0,11350,52
2022-06-09,Madhya Pradesh,1042875,245,1031893,10737
2022-06-09,Maharashtra,7898815,9806,7741143,147866
2022-06-09,Manipur,137241,2,135119,2120
2022-06-09,Meghalaya,93827,1,92233,1593
2022-06-09,Mizoram,228478,122,227656,700
2022-06-09,Nagaland,35498,1,34736,761
2022-06-09,Odisha,1288545,149,1279270,9126
2022-06-09,Puducherry,165910,33,163915,1962
2022-06-09,Punjab,760518,138,742626,17754
2022-06-09,Rajasthan,1286188,392,1276239,9557
2022-06-09,Sikkim,39174,9,38713,452
2022-06-09,Tamil Nadu,3456512,1021,3417466,38025
2022-06-09,Telangana,793907,731,789065,4111
2022-06-09,Tripura,100889,2,99964,923
2022-06-09,Uttar Pradesh,2080952,914,2056515,23523
2022-06-09,Uttarakhand,438012,506,429813,7693
2022-06-09,West Bengal,2019832,469,1998158,21205
2022-01-10,Andaman and Nicobar Islands,8150,322,7699,129
2022-01-10,Andhra Pradesh,2081859,4774,2062580,14505
2022-01-10,Arunachal Pradesh,55558,222,55054,282
2022-01-10,Assam,626741,6434,614126,6181
2022-01-10,Bihar,745400,16898,716401,12101
2022-01-10,Chandigarh,68421,2364,64977,1080
2022-01-10,Chhattisgarh,1023313,15464,994234,13615
2022-01-10,Dadra and Nagar Haveli and Daman and Diu,10787,89,10694,4
2022-01-10,Delhi,1549730,60733,1463837,25160
2022-01-10,Goa,189909,9209,177168,3532
2022-01-10,Gujarat,862204,27913,824163,10128
2022-01-10,Haryana,794151,18321,765758,10072
2022-01-10,Himachal Pradesh,232085,3148,225055,3882
2022-01-10,Jammu and Kashmir,344652,3531,336581,4540
2022-01-10,Jharkhand,377572,23328,349074,5170
2022-01-10,Karnataka,3051958,49631,2963957,38370
2022-01-10,Kerala,5285542,35601,5200350,49591
2022-01-10,Ladakh,22561,340,22000,221
2022-01-10,Lakshadweep,10420,1,10368,51
2022-01-10,Madhya Pradesh,801326,6842,783947,10537
2022-01-10,Maharashtra,6920044,205973,6572432,141639
2022-01-10,Manipur,126156,469,123676,2011
2022-01-10,Meghalaya,85234,394,83355,1485
2022-01-10,Mizoram,146045,4612,140872,561
2022-01-10,Nagaland,32270,81,31486,703
2022-01-10,Odisha,1070869,15784,1046617,8468
2022-01-10,Puducherry,130722,1250,127590,1882
2022-01-10,Punjab,621419,16343,588401,16675
2022-01-10,Rajasthan,976177,19467,947738,8972
2022-01-10,Sikkim,32719,218,32092,409
2022-01-10,Tamil Nadu,2800286,51335,2712096,36855
2022-01-10,Telangana,694030,13522,676466,4042
2022-01-10,Tripura,85936,803,84303,830
2022-01-10,Uttar Pradesh,1737550,25974,1688648,22928
2022-01-10,Uttarakhand,350885,4118,339343,7424
2022-01-10,West Bengal,1755046,78111,1657034,19901
2022-02-10,Andaman and Nicobar Islands,9951,168,9654,129
2022-02-10,Andhra Pradesh,2308622,46119,2247824,14679
2022-02-10,Arunachal Pradesh,63814,1131,62390,293
2022-02-10,Assam,722683,6382,709716,6585
2022-02-10,Bihar,828101,1816,814041,12244
2022-02-10,Chandigarh,91019,1011,88864,1144
2022-02-10,Chhattisgarh,1142986,10595,1118420,13971
2022-02-10,Dadra and Nagar Haveli and Daman and Diu,11410,51,11355,4
2022-02-10,Delhi,1847515,6304,1815188,26023
2022-02-10,Goa,243387,3528,236099,3760
2022-02-10,Gujarat,1208212,27355,1170117,10740
2022-02-10,Haryana,968886,8777,949662,10447
2022-02-10,Himachal Pradesh,278651,4421,270169,4061
2022-02-10,Jammu and Kashmir,448786,10230,433824,4732
2022-02-10,Jharkhand,432487,2227,424946,5314
2022-02-10,Karnataka,3912100,60990,3811615,39495
2022-02-10,Kerala,6346631,258954,6026884,60793
2022-02-10,Ladakh,27148,696,26226,226
2022-02-10,Lakshadweep,11266,112,11102,52
2022-02-10,Madhya Pradesh,1016007,33384,971950,10673
2022-02-10,Maharashtra,7823385,86847,7593291,143247
2022-02-10,Manipur,135358,3555,129729,2074
2022-02-10,Meghalaya,92646,1098,89994,1554
2022-02-10,Mizoram,191726,13024,178071,631
2022-02-10,Nagaland,35038,581,33708,749
2022-02-10,Odisha,1271523,14574,1248152,8797
2022-02-10,Puducherry,164760,3086,159719,1955
2022-02-10,Punjab,753789,6616,729649,17524
2022-02-10,Rajasthan,1254619,33812,1211383,9424
2022-02-10,Sikkim,38825,574,37814,437
2022-02-10,Tamil Nadu,3424476,77607,3309032,37837
2022-02-10,Telangana,780836,19850,756883,4103
2022-02-10,Tripura,100739,375,99445,919
2022-02-10,Uttar Pradesh,2050897,20065,2007473,23359
2022-02-10,Uttarakhand,431648,9479,414536,7633
2022-02-10,West Bengal,2008133,15395,1971826,20912
2022-03-10,Andaman and Nicobar Islands,10025,5,9891,129
2022-03-10,Andhra Pradesh,2318617,758,2303130,14729
2022-03-10,Arunachal Pradesh,64477,37,64144,296
2022-03-10,Assam,724170,1388,716143,6639
2022-03-10,Bihar,830321,127,817939,12255
2022-03-10,Chandigarh,91826,59,90602,1165
2022-03-10,Chhattisgarh,1151658,549,1137076,14033
2022-03-10,Dadra and Nagar Haveli and Daman and Diu,11440,0,11436,4
2022-03-10,Delhi,1862255,985,1835130,26140
2022-03-10,Goa,245162,120,241213,3829
2022-03-10,Gujarat,1223418,662,1211818,10938
2022-03-10,Haryana,983453,928,971945,10580
2022-03-10,Himachal Pradesh,283894,488,279282,4124
2022-03-10,Jammu and Kashmir,453347,312,448286,4749
2022-03-10,Jharkhand,434756,333,429108,5315
2022-03-10,Karnataka,3943108,2975,3900127,40006
2022-03-10,Kerala,6516524,12493,6437366,66665
2022-03-10,Ladakh,28144,88,27828,228
2022-03-10,Lakshadweep,11401,1,11348,52
2022-03-10,Madhya Pradesh,1040378,885,1028760,10733
2022-03-10,Maharashtra,7869857,7012,7719100,143745
2022-03-10,Manipur,136931,96,134719,2116
2022-03-10,Meghalaya,93625,126,91913,1586
2022-03-10,Mizoram,219630,3713,215252,665
2022-03-10,Nagaland,35441,67,34617,757
2022-03-10,Odisha,1286245,993,1276150,9102
2022-03-10,Puducherry,165756,29,163765,1962
2022-03-10,Punjab,758562,343,740497,17722
2022-03-10,Rajasthan,1281775,1442,1270786,9547
2022-03-10,Sikkim,39098,30,38624,444
2022-03-10,Tamil Nadu,3451469,1903,3411545,38021
2022-03-10,Telangana,790043,1316,784616,4111
2022-03-10,Tripura,100869,7,99943,919
2022-03-10,Uttar Pradesh,2069494,1709,2044299,23486
2022-03-10,Uttarakhand,436804,746,428370,7688
2022-03-10,West Bengal,2016094,1560,1993352,21182
2022-05-10,Andaman and Nicobar Islands,10039,3,9907,129
2022-05-10,Andhra Pradesh,2319747,49,2304968,14730
2022-05-10,Arunachal Pradesh,64501,4,64201,296
2022-05-10,Assam,724219,5,716228,7986
2022-05-10,Bihar,830633,60,818317,12256
2022-05-10,Chandigarh,92156,78,90913,1165
2022-05-10,Chhattisgarh,1152318,37,1138247,14034
2022-05-10,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-05-10,Delhi,1895053,5369,1863502,26182
2022-05-10,Goa,245506,61,241613,3832
2022-05-10,Gujarat,1224530,152,1213434,10944
2022-05-10,Haryana,996975,2560,983795,10620
2022-05-10,Himachal Pradesh,284874,51,280689,4134
2022-05-10,Jammu and Kashmir,454113,56,449306,4751
2022-05-10,Jharkhand,435271,37,429917,5317
2022-05-10,Karnataka,3948837,1925,3906807,40105
2022-05-10,Kerala,6544568,2966,6472277,69325
2022-05-10,Ladakh,28249,3,28018,228
2022-05-10,Lakshadweep,11402,0,11350,52
2022-05-10,Madhya Pradesh,1041717,199,1030783,10735
2022-05-10,Maharashtra,7879399,1343,7730209,147847
2022-05-10,Manipur,137227,7,135100,2120
2022-05-10,Meghalaya,93810,10,92207,1593
2022-05-10,Mizoram,227761,201,226863,697
2022-05-10,Nagaland,35490,1,34729,760
2022-05-10,Odisha,1288210,207,1278877,9126
2022-05-10,Puducherry,165797,7,163828,1962
2022-05-10,Punjab,759930,274,741905,17751
2022-05-10,Rajasthan,1284323,605,1274165,9553
2022-05-10,Sikkim,39154,1,38701,452
2022-05-10,Tamil Nadu,3454391,454,3415912,38025
2022-05-10,Telangana,792361,383,787867,4111
2022-05-10,Tripura,100887,5,99959,923
2022-05-10,Uttar Pradesh,2076580,1567,2051503,23510
2022-05-10,Uttarakhand,437620,501,429426,7693
2022-05-10,West Bengal,2018600,408,1996989,21203
2022-06-10,Andaman and Nicobar Islands,10053,6,9918,129
2022-06-10,Andhra Pradesh,2320060,105,2305224,14731
2022-06-10,Arunachal Pradesh,64509,1,64212,296
2022-06-10,Assam,724243,11,716246,7986
2022-06-10,Bihar,830880,78,818546,12256
2022-06-10,Chandigarh,92617,136,91316,1165
2022-06-10,Chhattisgarh,1152566,89,1138442,14035
2022-06-10,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-06-10,Delhi,1910613,1774,1882623,26216
2022-06-10,Goa,246259,401,242026,3832
2022-06-10,Gujarat,1225815,517,1214354,10944
2022-06-10,Haryana,1004621,1170,992830,10621
2022-06-10,Himachal Pradesh,285203,130,280937,4136
2022-06-10,Jammu and Kashmir,454314,68,449494,4752
2022-06-10,Jharkhand,435397,48,430030,5319
2022-06-10,Karnataka,3954784,2880,3911796,40108
2022-06-10,Kerala,6571251,12193,6489234,69824
2022-06-10,Ladakh,28276,7,28041,228
2022-06-10,Lakshadweep,11402,0,11350,52
2022-06-10,Madhya Pradesh,1042928,276,1031915,10737
2022-06-10,Maharashtra,7901628,11571,7742190,147867
2022-06-10,Manipur,137242,1,135121,2120
2022-06-10,Meghalaya,93827,1,92233,1593
2022-06-10,Mizoram,228512,141,227671,700
2022-06-10,Nagaland,35498,1,34736,761
2022-06-10,Odisha,1288576,169,1279281,9126
2022-06-10,Puducherry,165914,35,163917,1962
2022-06-10,Punjab,760548,157,742637,17754
2022-06-10,Rajasthan,1286259,411,1276289,9559
2022-06-10,Sikkim,39175,9,38713,453
2022-06-10,Tamil Nadu,3456697,1077,3417595,38025
2022-06-10,Telangana,794029,811,789107,4111
2022-06-10,Tripura,100889,2,99964,923
2022-06-10,Uttar Pradesh,2081109,938,2056647,23524
2022-06-10,Uttarakhand,438044,536,429815,7693
2022-06-10,West Bengal,2019927,517,1998205,21205
2022-01-11,Andaman and Nicobar Islands,8246,393,7724,129
2022-01-11,Andhra Pradesh,2082843,5606,2062732,14505
2022-01-11,Arunachal Pradesh,55692,352,55058,282
2022-01-11,Assam,628939,8214,614542,6183
2022-01-11,Bihar,750137,20939,717092,12106
2022-01-11,Chandigarh,69388,3253,65054,1081
2022-01-11,Chhattisgarh,1027433,19222,994592,13619
2022-01-11,Dadra and Nagar Haveli and Daman and Diu,10805,105,10696,4
2022-01-11,Delhi,1568896,65806,1477913,25177
2022-01-11,Goa,191501,10139,177829,3533
2022-01-11,Gujarat,868301,32469,825702,10130
2022-01-11,Haryana,799887,22500,767310,10077
2022-01-11,Himachal Pradesh,233285,4186,225215,3884
2022-01-11,Jammu and Kashmir,345358,4024,336790,4544
2022-01-11,Jharkhand,382054,26019,350863,5172
2022-01-11,Karnataka,3063656,60177,2965105,38374
2022-01-11,Kerala,5291339,38436,5203146,49757
2022-01-11,Ladakh,22686,397,22067,222
2022-01-11,Lakshadweep,10420,1,10368,51
2022-01-11,Madhya Pradesh,803643,8599,784506,10538
2022-01-11,Maharashtra,6953514,209764,6602103,141647
2022-01-11,Manipur,126228,438,123779,2011
2022-01-11,Meghalaya,85304,448,83369,1487
2022-01-11,Mizoram,147558,5910,141086,562
2022-01-11,Nagaland,32302,104,31495,703
2022-01-11,Odisha,1075698,20199,1047031,8468
2022-01-11,Puducherry,131211,1722,127607,1882
2022-01-11,Punjab,625347,19379,589285,16683
2022-01-11,Rajasthan,982272,25088,948210,8974
2022-01-11,Sikkim,32831,314,32107,410
2022-01-11,Tamil Nadu,2814276,62767,2714643,36866
2022-01-11,Telangana,695855,14995,676817,4043
2022-01-11,Tripura,86515,1332,84352,831
2022-01-11,Uttar Pradesh,1745861,33946,1688983,22932
2022-01-11,Uttarakhand,352177,5009,339739,7429
2022-01-11,West Bengal,1774332,89194,1665221,19917
2022-02-11,Andaman and Nicobar Islands,9958,152,9677,129
2022-02-11,Andhra Pradesh,2309967,40884,2254400,14683
2022-02-11,Arunachal Pradesh,63890,978,62619,293
2022-02-11,Assam,722977,5768,710619,6590
2022-02-11,Bihar,828348,1660,814443,12245
2022-02-11,Chandigarh,91114,816,89152,1146
2022-02-11,Chhattisgarh,1143994,9897,1120119,13978
2022-02-11,Dadra and Nagar Haveli and Daman and Diu,11413,35,11374,4
2022-02-11,Delhi,1848619,5438,1817146,26035
2022-02-11,Goa,243683,3202,236717,3764
2022-02-11,Gujarat,1210487,21437,1178289,10761
2022-02-11,Haryana,970326,7889,951975,10462
2022-02-11,Himachal Pradesh,279198,4344,270787,4067
2022-02-11,Jammu and Kashmir,449333,8512,436082,4739
2022-02-11,Jharkhand,432748,2088,425346,5314
2022-02-11,Karnataka,3917119,52047,3825538,39534
2022-02-11,Kerala,6365051,233747,6070170,61134
2022-02-11,Ladakh,27279,670,26383,226
2022-02-11,Lakshadweep,11272,98,11122,52
2022-02-11,Madhya Pradesh,1018749,29565,978505,10679
2022-02-11,Maharashtra,7829633,74108,7612233,143292
2022-02-11,Manipur,135530,2397,131058,2075
2022-02-11,Meghalaya,92766,1020,90188,1558
2022-02-11,Mizoram,193367,12686,180048,633
2022-02-11,Nagaland,35082,549,33784,749
2022-02-11,Odisha,1273003,12754,1251431,8818
2022-02-11,Puducherry,164922,2506,160460,1956
2022-02-11,Punjab,754367,5771,731042,17554
2022-02-11,Rajasthan,1258110,29530,1219141,9439
2022-02-11,Sikkim,38868,541,37890,437
2022-02-11,Tamil Nadu,3428068,66992,3323214,37862
2022-02-11,Telangana,781603,17754,759744,4105
2022-02-11,Tripura,100761,307,99535,919
2022-02-11,Uttar Pradesh,2053218,18016,2011830,23372
2022-02-11,Uttarakhand,432364,8839,415890,7635
2022-02-11,West Bengal,2008950,14805,1973207,20938
2022-03-11,Andaman and Nicobar Islands,10025,5,9891,129
2022-03-11,Andhra Pradesh,2318705,749,2303227,14729
2022-03-11,Arunachal Pradesh,64479,32,64151,296
2022-03-11,Assam,724170,1375,716156,6639
2022-03-11,Bihar,830334,101,817978,12255
2022-03-11,Chandigarh,91834,58,90611,1165
2022-03-11,Chhattisgarh,1151717,506,1137177,14034
2022-03-11,Dadra and Nagar Haveli and Daman and Diu,11440,0,11436,4
2022-03-11,Delhi,1862467,937,1835390,26140
2022-03-11,Goa,245174,107,241237,3830
2022-03-11,Gujarat,1223475,608,1211929,10938
2022-03-11,Haryana,983628,874,972170,10584
2022-03-11,Himachal Pradesh,283959,462,279373,4124
2022-03-11,Jammu and Kashmir,453382,293,448340,4749
2022-03-11,Jharkhand,434836,330,429191,5315
2022-03-11,Karnataka,3943325,2884,3900428,40013
2022-03-11,Kerala,6517950,11840,6439421,66689
2022-03-11,Ladakh,28153,75,27850,228
2022-03-11,Lakshadweep,11401,1,11348,52
2022-03-11,Madhya Pradesh,1040482,848,1028901,10733
2022-03-11,Maharashtra,7870309,6966,7719594,143749
2022-03-11,Manipur,136947,94,134737,2116
2022-03-11,Meghalaya,93649,112,91950,1587
2022-03-11,Mizoram,220026,3560,215800,666
2022-03-11,Nagaland,35443,67,34619,757
2022-03-11,Odisha,1286353,965,1276285,9103
2022-03-11,Puducherry,165757,27,163768,1962
2022-03-11,Punjab,758602,305,740574,17723
2022-03-11,Rajasthan,1281903,1273,1271082,9548
2022-03-11,Sikkim,39100,26,38629,445
2022-03-11,Tamil Nadu,3451598,1676,3411899,38023
2022-03-11,Telangana,790134,1223,784800,4111
2022-03-11,Tripura,100869,6,99944,919
2022-03-11,Uttar Pradesh,2069616,1584,2044546,23486
2022-03-11,Uttarakhand,436827,706,428432,7689
2022-03-11,West Bengal,2016192,1544,1993464,21184
2022-04-11,Andaman and Nicobar Islands,10034,1,9904,129
2022-04-11,Andhra Pradesh,2319612,57,2304825,14730
2022-04-11,Arunachal Pradesh,64489,3,64190,296
2022-04-11,Assam,724198,1349,716210,6639
2022-04-11,Bihar,830493,16,818221,12256
2022-04-11,Chandigarh,91941,13,90763,1165
2022-04-11,Chhattisgarh,1152202,47,1138121,14034
2022-04-11,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-04-11,Delhi,1866243,608,1839478,26157
2022-04-11,Goa,245344,17,241495,3832
2022-04-11,Gujarat,1224047,129,1212976,10942
2022-04-11,Haryana,985877,420,974840,10617
2022-04-11,Himachal Pradesh,284631,68,280429,4134
2022-04-11,Jammu and Kashmir,453889,92,449047,4750
2022-04-11,Jharkhand,435164,15,429834,5315
2022-04-11,Karnataka,3946002,1483,3904462,40057
2022-04-11,Kerala,6535927,3037,6464510,68380
2022-04-11,Ladakh,28234,10,27996,228
2022-04-11,Lakshadweep,11402,0,11350,52
2022-04-11,Madhya Pradesh,1041205,50,1030420,10735
2022-04-11,Maharashtra,7875170,778,7726576,147816
2022-04-11,Manipur,137156,44,134992,2120
2022-04-11,Meghalaya,93784,15,92176,1593
2022-04-11,Mizoram,225583,795,224100,688
2022-04-11,Nagaland,35480,7,34714,759
2022-04-11,Odisha,1287842,205,1278516,9121
2022-04-11,Puducherry,165774,0,163812,1962
2022-04-11,Punjab,759201,56,741403,17742
2022-04-11,Rajasthan,1283101,76,1273473,9552
2022-04-11,Sikkim,39144,3,38689,452
2022-04-11,Tamil Nadu,3453084,228,3414831,38025
2022-04-11,Telangana,791498,214,787173,4111
2022-04-11,Tripura,100878,0,99956,922
2022-04-11,Uttar Pradesh,2071085,296,2047290,23499
2022-04-11,Uttarakhand,437295,454,429149,7692
2022-04-11,West Bengal,2017682,457,1996025,21200
2022-05-11,Andaman and Nicobar Islands,10039,3,9907,129
2022-05-11,Andhra Pradesh,2319752,48,2304974,14730
2022-05-11,Arunachal Pradesh,64502,5,64201,296
2022-05-11,Assam,724219,4,716229,7986
2022-05-11,Bihar,830639,61,818322,12256
2022-05-11,Chandigarh,92168,76,90927,1165
2022-05-11,Chhattisgarh,1152321,34,1138253,14034
2022-05-11,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-05-11,Delhi,1896171,5471,1864517,26183
2022-05-11,Goa,245517,67,241618,3832
2022-05-11,Gujarat,1224563,173,1213446,10944
2022-05-11,Haryana,997376,2429,984327,10620
2022-05-11,Himachal Pradesh,284884,56,280693,4135
2022-05-11,Jammu and Kashmir,454118,58,449309,4751
2022-05-11,Jharkhand,435272,35,429920,5317
2022-05-11,Karnataka,3948966,1926,3906935,40105
2022-05-11,Kerala,6544914,2995,6472594,69325
2022-05-11,Ladakh,28250,4,28018,228
2022-05-11,Lakshadweep,11402,0,11350,52
2022-05-11,Madhya Pradesh,1041747,200,1030812,10735
2022-05-11,Maharashtra,7879622,1403,7730370,147849
2022-05-11,Manipur,137227,7,135100,2120
2022-05-11,Meghalaya,93811,11,92207,1593
2022-05-11,Mizoram,227794,200,226897,697
2022-05-11,Nagaland,35492,3,34729,760
2022-05-11,Odisha,1288222,167,1278929,9126
2022-05-11,Puducherry,165799,5,163832,1962
2022-05-11,Punjab,759958,228,741979,17751
2022-05-11,Rajasthan,1284397,604,1274239,9554
2022-05-11,Sikkim,39154,1,38701,452
2022-05-11,Tamil Nadu,3454431,441,3415965,38025
2022-05-11,Telangana,792389,377,787901,4111
2022-05-11,Tripura,100887,5,99959,923
